zga  Zobellia galactanivorans
mrs  Muricauda ruestringensis
fba  Flavobacteriaceae bacterium
smg  Candidatus Sulcia muelleri GWSS
sms  Candidatus Sulcia muelleri SMDSEM
smh  Candidatus Sulcia muelleri DMIN
sum  Candidatus Sulcia muelleri CARI
bbl  Blattabacterium sp. (Blattella germanica)
bpi  Blattabacterium sp. (Periplaneta americana)
bmm  Blattabacterium sp. (Mastotermes darwiniensis)
bcp  Blattabacterium sp. (Cryptocercus punctulatus)
fte  Fluviicola taffensis
oho  Owenweeksia hongkongensis
aas  Candidatus Amoebophilus asiaticus
fsu  Fibrobacter succinogenes
fnu  Fusobacterium nucleatum
lba  Leptotrichia buccalis
str  Sebaldella termitidis
smf  Streptobacillus moniliformis
ipo  Ilyobacter polytropus
ote  Opitutus terrae
caa  Coraliomargarita akajimensis
min  Methylacidiphilum infernorum
amu  Akkermansia muciniphila
gau  Gemmatimonas aurantiaca
rba  Rhodopirellula baltica
psl  Pirellula staleyi
plm  Planctomyces limnophilus
pbs  Planctomyces brasiliensis
ipa  Isosphaera pallida
emi  Elusimicrobium minutum
rsd  Uncultured Termite group 1 bacterium phylotype Rs-D17
tai  Thermanaerovibrio acidaminovorans
aco  Aminobacterium colombiense
tli  Thermovirga lienii
syn  Synechocystis sp. PCC6803
syw  Synechococcus sp. WH8102
syc  Synechococcus elongatus PCC6301
syf  Synechococcus elongatus PCC7942
syd  Synechococcus sp. CC9605
sye  Synechococcus sp. CC9902
syg  Synechococcus sp. CC9311
syr  Synechococcus sp. RCC307
syx  Synechococcus sp. WH7803
syp  Synechococcus sp. PCC7002
cya  Synechococcus sp. JA-3-3Ab
cyb  Synechococcus sp. JA-2-3B'a(2-13)
tel  Thermosynechococcus elongatus
mar  Microcystis aeruginosa
cyt  Cyanothece sp. ATCC 51142
cyp  Cyanothece sp. PCC 8801
cyc  Cyanothece sp. PCC 7424
cyn  Cyanothece sp. PCC 7425
cyh  Cyanothece sp. PCC 8802
cyj  Cyanothece sp. PCC 7822
cyu  Cyanobacterium UCYN-A
gvi  Gloeobacter violaceus
ana  Anabaena sp. PCC7120
npu  Nostoc punctiforme
ava  Anabaena variabilis
naz  Anabaena azollae 0708
pma  Prochlorococcus marinus SS120
pmm  Prochlorococcus marinus MED4
pmt  Prochlorococcus marinus MIT 9313
pmn  Prochlorococcus marinus NATL2A
pmi  Prochlorococcus marinus MIT9312
pmb  Prochlorococcus marinus AS9601
pmc  Prochlorococcus marinus MIT 9515
pmf  Prochlorococcus marinus MIT 9303
pmg  Prochlorococcus marinus MIT 9301
pmh  Prochlorococcus marinus MIT 9215
pmj  Prochlorococcus marinus MIT 9211
pme  Prochlorococcus marinus NATL1A
ter  Trichodesmium erythraeum
amr  Acaryochloris marina
cte  Chlorobaculum tepidum
cpc  Chlorobaculum parvum NCIB 8327
cch  Chlorobium chlorochromatii
cph  Chlorobium phaeobacteroides DSM 266
cpb  Chlorobium phaeobacteroides BS1
cli  Chlorobium limicola
pvi  Chlorobium phaeovibrioides
plt  Pelodictyon luteolum
pph  Pelodictyon phaeoclathratiforme
paa  Prosthecochloris aestuarii
cts  Chloroherpeton thalassium
det  Dehalococcoides ethenogenes
deh  Dehalococcoides sp. CBDB1
deb  Dehalococcoides sp. BAV1
dev  Dehalococcoides sp. VS
deg  Dehalococcoides sp. GT
dly  Dehalogenimonas lykanthroporepellens
rrs  Roseiflexus sp. RS-1
rca  Roseiflexus castenholzii DSM13941
cau  Chloroflexus aurantiacus
cag  Chloroflexus aggregans
chl  Chloroflexus sp. Y-400-fl
hau  Herpetosiphon aurantiacus
tro  Thermomicrobium roseum
sti  Sphaerobacter thermophilus
atm  Anaerolinea thermophila
dra  Deinococcus radiodurans
dge  Deinococcus geothermalis
ddr  Deinococcus deserti
dmr  Deinococcus maricopensis
dpt  Deinococcus proteolyticus
tra  Truepera radiovictrix
tth  Thermus thermophilus HB27
ttj  Thermus thermophilus HB8
tsc  Thermus scotoductus
mrb  Meiothermus ruber
msv  Meiothermus silvanus
opr  Oceanithermus profundus
mhd  Marinithermus hydrothermalis
aae  Aquifex aeolicus
hya  Hydrogenobaculum sp. Y04AAS1
hyd  Hydrogenobaculum sp. 3684
hys  Hydrogenobaculum sp. SHO
hth  Hydrogenobacter thermophilus
tal  Thermocrinis albus
sul  Sulfurihydrogenibium sp. YO3AOP1
saf  Sulfurihydrogenibium azorense
pmx  Persephonella marina
tam  Thermovibrio ammonificans
dte  Desulfurobacterium thermolithotrophum
tma  Thermotoga maritima
tpt  Thermotoga petrophila
tle  Thermotoga lettingae
trq  Thermotoga sp. RQ2
tna  Thermotoga neapolitana
tnp  Thermotoga naphthophila
tta  Thermotoga thermarum
tme  Thermosipho melanesiensis
taf  Thermosipho africanus
fno  Fervidobacterium nodosum
pmo  Petrotoga mobilis
kol  Kosmotoga olearia
mpz  Marinitoga piezophila
dth  Dictyoglomus thermophilum
dtu  Dictyoglomus turgidum
tye  Thermodesulfovibrio yellowstonii
nde  Candidatus Nitrospira defluvii
ttr  Thermobaculum terrenum
ddf  Deferribacter desulfuricans SSM1
dap  Denitrovibrio acetiphilus
cni  Calditerrivibrio nitroreducens
fsi  Flexistipes sinusarabici
tid  Thermodesulfatator indicus
top  Thermodesulfobacterium sp. OPB45
mja  Methanocaldococcus jannaschii
mfe  Methanocaldococcus fervens
mvu  Methanocaldococcus vulcanius
mfs  Methanocaldococcus sp. FS406-22
mif  Methanocaldococcus infernus
mig  Methanotorris igneus
mmp  Methanococcus maripaludis S2
mmq  Methanococcus maripaludis C5
mmx  Methanococcus maripaludis C6
mmz  Methanococcus maripaludis C7
mmd  Methanococcus maripaludis X1
mae  Methanococcus aeolicus
mvn  Methanococcus vannielii
mvo  Methanococcus voltae
mok  Methanothermococcus okinawensis
mac  Methanosarcina acetivorans
mba  Methanosarcina barkeri
mma  Methanosarcina mazei
mbu  Methanococcoides burtonii
mmh  Methanohalophilus mahii
mev  Methanohalobium evestigatum
mzh  Methanosalsum zhilinae
mtp  Methanosaeta thermophila
mcj  Methanosaeta concilii
mhu  Methanospirillum hungatei
mla  Methanocorpusculum labreanum
mem  Methanoculleus marisnigri
mpi  Methanoplanus petrolearius
mbn  Methanoregula boonei
mpl  Candidatus Methanosphaerula palustris
mpd  Methanocella paludicola
mth  Methanothermobacter thermautotrophicus
mmg  Methanothermobacter marburgensis
mst  Methanosphaera stadtmanae
msi  Methanobrevibacter smithii ATCC 35061
mru  Methanobrevibacter ruminantium
mel  Methanobacterium sp. AL-21
mew  Methanobacterium sp. SWAN-1
mfv  Methanothermus fervidus
mka  Methanopyrus kandleri
afu  Archaeoglobus fulgidus
apo  Archaeoglobus profundus
ave  Archaeoglobus veneficus
fpl  Ferroglobus placidus
hal  Halobacterium sp. NRC-1
hsl  Halobacterium salinarum R1
hma  Haloarcula marismortui
hhi  Haloarcula hispanica
hwa  Haloquadratum walsbyi
nph  Natronomonas pharaonis
hla  Halorubrum lacusprofundi
hut  Halorhabdus utahensis
hmu  Halomicrobium mukohataei
htu  Haloterrigena turkmenica
nmg  Natrialba magadii
hvo  Haloferax volcanii
hje  Halalkalicoccus jeotgali
hbo  Halogeometricum borinquense
hxa  Halopiger xanaduensis
tac  Thermoplasma acidophilum
tvo  Thermoplasma volcanium
pto  Picrophilus torridus
pho  Pyrococcus horikoshii
pab  Pyrococcus abyssi
pfu  Pyrococcus furiosus
pyn  Pyrococcus sp. NA2
pya  Pyrococcus yayanosii
tko  Thermococcus kodakaraensis
ton  Thermococcus onnurineus
tga  Thermococcus gammatolerans
tsi  Thermococcus sibiricus
tba  Thermococcus barophilus
the  Thermococcus sp. 4557
tha  Thermococcus sp. AM4
abi  Aciduliprofundum boonei
rci  Uncultured methanogenic archaeon RC-I
ape  Aeropyrum pernix
smr  Staphylothermus marinus
shc  Staphylothermus hellenicus
iho  Ignicoccus hospitalis
dka  Desulfurococcus kamchatkensis
dmu  Desulfurococcus mucosus
tag  Thermosphaera aggregans
iag  Ignisphaera aggregans
hbu  Hyperthermus butylicus
pfm  Pyrolobus fumarii
sso  Sulfolobus solfataricus
sto  Sulfolobus tokodaii
sai  Sulfolobus acidocaldarius
sis  Sulfolobus islandicus L.S.2.15
sia  Sulfolobus islandicus M.14.25
sim  Sulfolobus islandicus M.16.27
sid  Sulfolobus islandicus M.16.4
siy  Sulfolobus islandicus Y.G.57.14
sin  Sulfolobus islandicus Y.N.15.51
sii  Sulfolobus islandicus L.D.8.5
mse  Metallosphaera sedula
mcn  Metallosphaera cuprina
aho  Acidianus hospitalis
pai  Pyrobaculum aerophilum
pis  Pyrobaculum islandicum
pcl  Pyrobaculum calidifontis
pas  Pyrobaculum arsenaticum
pyr  Pyrobaculum sp. 1860
pog  Pyrobaculum oguniense
cma  Caldivirga maquilingensis
tne  Thermoproteus neutrophilus
tuz  Thermoproteus uzoniensis
ttn  Thermoproteus tenax
vdi  Vulcanisaeta distributa
vmo  Vulcanisaeta moutnovskia
tpe  Thermofilum pendens
asc  Acidilobus saccharovorans
nmr  Nitrosopumilus maritimus
csy  Cenarchaeum symbiosum A
neq  Nanoarchaeum equitans
kcr  Candidatus Korarchaeum cryptofilum
hah  Halophilic archaeon

